date,channel,data_source,campaign,ad_set,impressions,clicks,spend,conversions,video_views
2023-07-25,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1961428,223207,893239.4,3768,33041
2023-07-26,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2183422,292117,1138797.13,6359,32586
2023-07-27,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2106139,241444,1027859.21,4184,33747
2023-07-28,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2099079,225109,937575.52,3755,29047
2023-07-29,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2642024,311515,1246679.83,6856,38462
2023-07-30,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2060857,194530,750421.74,3329,29958
2023-07-31,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2443220,271582,1169078.11,4199,32544
2023-08-01,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2201180,251734,1072960.6,4985,32142
2023-08-02,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2326959,249960,1027560.86,4641,26796
2023-08-03,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2193362,262492,1185535.94,4446,30476
2023-08-04,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2335671,259102,1014801.97,4972,33537
2023-08-05,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1930873,225788,863738.65,4871,27850
2023-08-06,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2111556,253206,1013141.24,4310,30525
2023-08-07,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2031352,252832,1046344.35,4570,30187
2023-08-08,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2039584,228387,959630.08,4505,32793
2023-08-09,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2563472,280399,1150887.75,5037,43496
2023-08-10,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1708740,186702,789950.94,3441,23132
2023-08-11,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2392543,250233,976110.4,4327,29411
2023-08-12,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1826662,203731,909688.04,3775,23117
2023-08-13,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2092893,223365,927122.69,3306,29099
2023-08-14,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2380969,257387,1133573.3,4915,33829
2023-08-15,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2148767,234174,994299.63,4558,28508
2023-08-16,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2042990,229595,981099.59,4031,24686
2023-08-17,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2004856,237102,1019583.46,4464,28015
2023-08-18,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2403607,283309,1212012.65,4522,37035
2023-08-19,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1923906,199820,863677.78,3489,31434
2023-08-20,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2249125,248422,1110332.04,4638,30916
2023-08-21,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2425590,258874,1096471.53,4390,34129
2023-08-22,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1989498,213394,927505.79,4071,25694
2023-08-23,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2507705,289293,1209853.44,5158,37438
2023-08-24,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2394543,291212,1312491.68,5982,31347
2023-08-25,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1883892,206866,840968.09,3261,30687
2023-08-26,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2307419,246117,1129693.98,4187,25339
2023-08-27,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2173844,266866,1122369.45,5147,30848
2023-08-28,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2476181,294989,1155117.96,5746,38820
2023-08-29,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2227262,272549,1157751.06,5136,34330
2023-08-30,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2284386,250107,1020511.16,4321,48107
2023-08-31,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2328574,254317,1120302.73,4808,36761
2023-09-01,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2510739,258436,1057703.98,4067,31989
2023-09-02,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2254818,270147,1118305.99,4344,33337
2023-09-03,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2208305,249830,958611.57,5310,24298
2023-09-04,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2096014,231558,959761.46,4655,31060
2023-09-05,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2297078,267841,998957.92,4348,30150
2023-09-06,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2612290,299127,1169874.23,5854,44564
2023-09-07,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2124930,266917,1177705.78,5091,29246
2023-09-08,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2169979,229639,1015255.3,3988,31979
2023-09-09,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2425316,251205,1092197.06,4282,32911
2023-09-10,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2710646,325967,1321661.25,6121,51264
2023-09-11,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2568733,268171,1140724.56,4125,36674
2023-09-12,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2075364,216167,922262.8,3351,39687
2023-09-13,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2335579,239539,963707.8,3568,39312
2023-09-14,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2534729,262616,1206745.19,3988,40770
2023-09-15,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2282472,274028,1223472.9,5225,36130
2023-09-16,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2417349,289350,1224866.1,5141,38402
2023-09-17,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2611371,300311,1288192.13,5899,27844
2023-09-18,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2269035,238545,1033316.98,4606,32611
2023-09-19,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2261527,240530,926618.08,3853,38223
2023-09-20,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1866452,211335,896195.83,3918,27791
2023-09-21,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2140971,232809,966272.32,4250,25345
2023-09-22,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2449097,276643,1130077.39,5232,36447
2023-09-23,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2208134,236409,1003120.33,4078,41588
2023-09-24,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2981320,357740,1679261.81,7374,53083
2023-09-25,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2120249,240235,1068656.46,4562,31507
2023-09-26,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2301092,236656,991681.06,3410,39442
2023-09-27,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2456748,259207,1151004.41,4753,34825
2023-09-28,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2607854,276420,1277746.59,5100,29120
2023-09-29,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2130542,247501,1119546.85,4246,27526
2023-09-30,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2264987,239061,1037460.89,4050,41939
2023-10-01,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2080023,210915,883750.41,3653,29918
2023-10-02,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1860684,197503,885750.33,3282,26891
2023-10-03,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2250696,236916,1047664.59,4415,32242
2023-10-04,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2217273,290160,1315685.11,7507,42758
2023-10-05,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1908804,195936,878054.97,2963,35615
2023-10-06,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2014796,204149,933943.51,2850,40280
2023-10-07,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1970154,224151,948967.13,4201,28847
2023-10-08,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2168266,241102,1118734.04,4596,33966
2023-10-09,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2044274,195313,859316.56,2915,23688
2023-10-10,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2327249,264701,1273836.81,5513,42642
2023-10-11,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1933225,209114,880979.62,3132,23918
2023-10-12,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2461144,287378,1363779.71,5737,38117
2023-10-13,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1751413,217806,961208.13,4068,21947
2023-10-14,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2137995,240619,1018003.57,5074,29237
2023-10-15,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1871002,217204,927598.97,4835,24540
2023-10-16,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2189563,221178,953206.6,3298,29848
2023-10-17,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1908328,220348,986301.0,3844,26310
2023-10-18,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1859345,207383,933457.71,4016,25596
2023-10-19,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2055329,254114,1083504.37,4829,34683
2023-10-20,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2129711,252770,1109087.82,4775,26651
2023-10-21,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2223611,248547,1209755.54,4453,34457
2023-10-22,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2264568,241979,1156597.78,3340,40174
2023-10-23,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2150248,236180,1062592.66,4142,29770
2023-10-24,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2412468,260325,1149258.87,4182,32290
2023-10-25,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2346599,265524,1177894.37,4567,33981
2023-10-26,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2343611,263476,1198376.32,5420,41375
2023-10-27,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,2242393,243694,1021181.8,3702,34615
2023-10-28,Programmatic,StackAdapt,Business-focused zero tolerance architecture,Business-focused zero tol... AS-1,1831071,209115,912308.27,4129,25277
